GRIDCODE
12145
12445
12745
13044
13045
13345
12403
12404
12702
12703
12704
12705
13004
13005
13006
13305
11544
11545
11844
11845
8225
8226
8525
9129
9429
14831
15131
15121
10629
10928
15135
15136
7930
7931
8230
8231
8530
8531
8830
8831
15417
15717
15718
12122
12422
12720
12721
12722
12723
16019
16020
16319
16320
16321
10918
10919
10920
11217
11218
11219
11220
9130
9131
9132
16322
10024
10025
9724
16338
16339
16638
16639
16911
13326
13626
11233
12732
13335
13336
13637
12141
12440
12441
13934
19618
19619
19620
10027
10028
12725
13025
13026
13905
13906
13907
14205
14206
14207
14505
14506
14507
16013
16313
15712
15713
14813
12724
13023
13024
10336
10337
10636
10936
10319
10619
10620
13022
13323
13324
13932
10026
11223
11224
13020
13021
13912
14212
12731
13033
13034
14817
14818
15117
16030
16330
16630
12438
12439
12738
12739
18713
19013
19313
16041
16917
13942
13943
14242
14243
12146
12446
12746
13046
13346
14819
14820
9430
9431
19317
19617
18408
18409
18410
18411
18412
15426
15427
15428
14244
14542
14543
14544
15429
15430
12410
12411
12709
12710
12711
12712
13007
13008
13009
13010
13011
13307
13308
13309
13608
12740
12741
13040
13041
13042
18113
18413
11503
11504
11802
11803
11804
12102
12103
12104
12402
15138
17813
13613
13614
11521
16340
16341
16640
16641
13306
13605
13606
13607
19017
14221
14521
13644
13645
13646
13945
13946
13944
13039
13325
12718
12719
13018
13019
13319
15424
14245
19613
19913
14840
15139
15140
7924
7925
7926
15425
14216
15719
15720
14821
11812
11813
12112
12113
12412
15710
15711
15724
15725
13619
12429
12430
12730
13043
13612
10921
10922
11221
11222
11516
11517
11814
11815
11816
11817
12114
12115
12116
12117
15137
13908
8823
8824
9123
9124
9421
9422
9423
9424
18419
18420
16925
16926
16924
17224
14208
15730
15708
15709
15726
8224
8523
8524
10621
10622
